#x y z nm f-type a-type g-type
8.599499999999999 2.8664999999999994 5.7330000000000005 0 1 1 1
8.599499999999999 2.8664999999999994 8.599499999999999 0 1 1 1
11.465999999999998 -8.881784197001252e-16 11.466 0 1 1 1
11.465999999999998 -8.881784197001252e-16 2.8665000000000007 0 1 1 1
11.465999999999998 -8.881784197001252e-16 5.7330000000000005 0 1 1 1
11.465999999999998 -8.881784197001252e-16 8.599499999999999 0 1 1 1
14.3325 -2.8665000000000003 11.466 0 1 1 1
14.3325 -2.8665000000000003 2.8665000000000007 0 1 1 1
14.3325 -2.8665000000000003 5.7330000000000005 0 1 1 1
14.3325 -2.8665000000000003 8.599499999999999 0 1 1 1
8.5995 8.599499999999999 11.466000000000001 0 1 1 1
8.5995 8.599499999999999 2.8665000000000003 0 1 1 1
8.5995 8.599499999999999 5.7330000000000005 0 1 1 1
8.5995 8.599499999999999 8.5995 0 1 1 1
11.466 5.732999999999998 11.466000000000001 0 1 1 1
11.466 5.732999999999998 2.8665000000000003 0 1 1 1
11.466 5.732999999999998 5.7330000000000005 0 1 1 1
11.466 5.732999999999998 8.5995 0 1 1 1
14.332499999999998 2.8664999999999994 11.466000000000001 0 1 1 1
14.332499999999998 2.8664999999999994 2.8665000000000003 0 1 1 1
14.332499999999998 2.8664999999999994 5.7330000000000005 0 1 1 1
14.332499999999998 2.8664999999999994 8.5995 0 1 1 1
17.198999999999998 0.0 11.466000000000001 0 1 1 1
17.198999999999998 0.0 2.8665000000000003 0 1 1 1
17.198999999999998 0.0 5.7330000000000005 0 1 1 1
17.198999999999998 0.0 8.5995 0 1 1 1
2.8664999999999994 -6.661338147750939e-16 11.466 0 1 1 -1
2.8664999999999994 -6.661338147750939e-16 2.8664999999999994 0 1 1 -1
2.8664999999999994 -6.661338147750939e-16 5.733 0 1 1 -1
2.8664999999999994 -6.661338147750939e-16 8.599499999999999 0 1 1 -1
5.732999999999999 -2.8665000000000003 11.466 0 1 1 -1
5.732999999999999 -2.8665000000000003 2.8664999999999994 0 1 1 -1
5.732999999999999 -2.8665000000000003 5.733 0 1 1 -1
5.732999999999999 -2.8665000000000003 8.599499999999999 0 1 1 -1
8.599499999999997 -5.7330000000000005 11.466 0 1 1 -1
8.599499999999997 -5.7330000000000005 2.8664999999999994 0 1 1 -1
8.599499999999997 -5.7330000000000005 5.733 0 1 1 -1
8.599499999999997 -5.7330000000000005 8.599499999999999 0 1 1 -1
11.465999999999998 -8.5995 11.466 0 1 1 -1
11.465999999999998 -8.5995 2.8664999999999994 0 1 1 -1
11.465999999999998 -8.5995 5.733 0 1 1 -1
11.465999999999998 -8.5995 8.599499999999999 0 1 1 -1
5.732999999999999 2.8664999999999994 5.265675074633831e-16 0 1 1 -1
5.732999999999999 2.8664999999999994 2.8665000000000003 0 1 1 -1
5.732999999999999 2.8664999999999994 5.733 0 1 1 -1
5.732999999999999 2.8664999999999994 8.599499999999999 0 1 1 -1
8.599499999999999 0.0 11.466 0 1 1 -1
8.599499999999999 0.0 2.8665000000000003 0 1 1 -1
8.599499999999999 0.0 5.733 0 1 1 -1
8.599499999999999 0.0 8.599499999999999 0 1 1 -1
11.465999999999998 -2.866500000000002 11.466 0 1 1 -1
11.465999999999998 -2.866500000000002 2.8665000000000003 0 1 1 -1
11.465999999999998 -2.866500000000002 5.733 0 1 1 -1
11.465999999999998 -2.866500000000002 8.599499999999999 0 1 1 -1
14.3325 -5.7330000000000005 11.466 0 1 1 -1
14.3325 -5.7330000000000005 2.8665000000000003 0 1 1 -1
14.3325 -5.7330000000000005 5.733 0 1 1 -1
14.3325 -5.7330000000000005 8.599499999999999 0 1 1 -1
8.599499999999999 5.732999999999999 8.776125124389718e-16 0 1 1 -1
8.599499999999999 5.732999999999999 2.8665000000000003 0 1 1 -1
8.599499999999999 5.732999999999999 5.7330000000000005 0 1 1 -1
8.599499999999999 5.732999999999999 8.599499999999999 0 1 1 -1
11.465999999999998 2.8664999999999976 11.466 0 1 1 -1
11.465999999999998 2.8664999999999976 2.8665000000000003 0 1 1 -1
11.465999999999998 2.8664999999999976 5.7330000000000005 0 1 1 -1
11.465999999999998 2.8664999999999976 8.599499999999999 0 1 1 -1
14.332499999999998 -1.7763568394002505e-15 11.466 0 1 1 -1
14.332499999999998 -1.7763568394002505e-15 2.8665000000000003 0 1 1 -1
14.332499999999998 -1.7763568394002505e-15 5.7330000000000005 0 1 1 -1
14.332499999999998 -1.7763568394002505e-15 8.599499999999999 0 1 1 -1
17.198999999999998 -2.866500000000002 11.466 0 1 1 -1
17.198999999999998 -2.866500000000002 2.8665000000000003 0 1 1 -1
17.198999999999998 -2.866500000000002 5.7330000000000005 0 1 1 -1
17.198999999999998 -2.866500000000002 8.599499999999999 0 1 1 -1
11.466000000000001 8.599499999999999 11.466000000000001 0 1 1 -1
11.466000000000001 8.599499999999999 2.8665000000000007 0 1 1 -1
11.466000000000001 8.599499999999999 5.7330000000000005 0 1 1 -1
11.466000000000001 8.599499999999999 8.5995 0 1 1 -1
14.332499999999998 5.732999999999997 11.466000000000001 0 1 1 -1
14.332499999999998 5.732999999999997 2.8665000000000007 0 1 1 -1
14.332499999999998 5.732999999999997 5.7330000000000005 0 1 1 -1
14.332499999999998 5.732999999999997 8.5995 0 1 1 -1
17.198999999999998 2.8664999999999985 11.466000000000001 0 1 1 -1
17.198999999999998 2.8664999999999985 2.8665000000000007 0 1 1 -1
17.198999999999998 2.8664999999999985 5.7330000000000005 0 1 1 -1
17.198999999999998 2.8664999999999985 8.5995 0 1 1 -1
20.065499999999993 -1.7763568394002505e-15 11.466000000000001 0 1 1 -1
20.065499999999993 -1.7763568394002505e-15 2.8665000000000007 0 1 1 -1
20.065499999999993 -1.7763568394002505e-15 5.7330000000000005 0 1 1 -1
20.065499999999993 -1.7763568394002505e-15 8.5995 0 1 1 -1
1.4332500000000001 1.43325 1.4332500000000001 0 1 -1 1
1.4332500000000001 1.43325 4.2997499999999995 0 1 -1 1
1.4332500000000001 1.43325 7.16625 0 1 -1 1
1.4332500000000001 1.43325 10.03275 0 1 -1 1
4.2997499999999995 -1.4332500000000001 1.4332500000000001 0 1 -1 1
4.2997499999999995 -1.4332500000000001 4.2997499999999995 0 1 -1 1
4.2997499999999995 -1.4332500000000001 7.16625 0 1 -1 1
4.2997499999999995 -1.4332500000000001 10.03275 0 1 -1 1
7.166249999999999 -4.2997499999999995 1.4332500000000001 0 1 -1 1
7.166249999999999 -4.2997499999999995 4.2997499999999995 0 1 -1 1
7.166249999999999 -4.2997499999999995 7.16625 0 1 -1 1
7.166249999999999 -4.2997499999999995 10.03275 0 1 -1 1
10.03275 -7.166249999999999 1.4332500000000001 0 1 -1 1
10.03275 -7.166249999999999 4.2997499999999995 0 1 -1 1
10.03275 -7.166249999999999 7.16625 0 1 -1 1
10.03275 -7.166249999999999 10.03275 0 1 -1 1
4.29975 4.2997499999999995 1.4332500000000004 0 1 -1 1
4.29975 4.2997499999999995 4.29975 0 1 -1 1
4.29975 4.2997499999999995 7.166250000000001 0 1 -1 1
4.29975 4.2997499999999995 10.03275 0 1 -1 1
7.166249999999999 1.4332499999999997 1.4332500000000004 0 1 -1 1
7.166249999999999 1.4332499999999997 4.29975 0 1 -1 1
7.166249999999999 1.4332499999999997 7.166250000000001 0 1 -1 1
7.166249999999999 1.4332499999999997 10.03275 0 1 -1 1
10.03275 -1.433250000000001 1.4332500000000004 0 1 -1 1
10.03275 -1.433250000000001 4.29975 0 1 -1 1
10.03275 -1.433250000000001 7.166250000000001 0 1 -1 1
10.03275 -1.433250000000001 10.03275 0 1 -1 1
12.899249999999999 -4.2997499999999995 1.4332500000000004 0 1 -1 1
12.899249999999999 -4.2997499999999995 4.29975 0 1 -1 1
12.899249999999999 -4.2997499999999995 7.166250000000001 0 1 -1 1
12.899249999999999 -4.2997499999999995 10.03275 0 1 -1 1
7.166250000000001 7.16625 1.4332500000000008 0 1 -1 1
7.166250000000001 7.16625 4.299750000000001 0 1 -1 1
7.166250000000001 7.16625 7.166250000000001 0 1 -1 1
7.166250000000001 7.16625 10.03275 0 1 -1 1
10.03275 4.299749999999998 1.4332500000000008 0 1 -1 1
10.03275 4.299749999999998 4.299750000000001 0 1 -1 1
10.03275 4.299749999999998 7.166250000000001 0 1 -1 1
10.03275 4.299749999999998 10.03275 0 1 -1 1
12.899249999999999 1.4332499999999984 1.4332500000000008 0 1 -1 1
12.899249999999999 1.4332499999999984 4.299750000000001 0 1 -1 1
12.899249999999999 1.4332499999999984 7.166250000000001 0 1 -1 1
12.899249999999999 1.4332499999999984 10.03275 0 1 -1 1
15.76575 -1.433250000000001 1.4332500000000008 0 1 -1 1
15.76575 -1.433250000000001 4.299750000000001 0 1 -1 1
15.76575 -1.433250000000001 7.166250000000001 0 1 -1 1
15.76575 -1.433250000000001 10.03275 0 1 -1 1
10.032749999999998 10.032749999999997 1.4332500000000012 0 1 -1 1
10.032749999999998 10.032749999999997 4.29975 0 1 -1 1
10.032749999999998 10.032749999999997 7.166250000000001 0 1 -1 1
10.032749999999998 10.032749999999997 10.032750000000002 0 1 -1 1
12.89925 7.166249999999999 1.4332500000000012 0 1 -1 1
12.89925 7.166249999999999 4.29975 0 1 -1 1
12.89925 7.166249999999999 7.166250000000001 0 1 -1 1
12.89925 7.166249999999999 10.032750000000002 0 1 -1 1
15.76575 4.2997499999999995 1.4332500000000012 0 1 -1 1
15.76575 4.2997499999999995 4.29975 0 1 -1 1
15.76575 4.2997499999999995 7.166250000000001 0 1 -1 1
15.76575 4.2997499999999995 10.032750000000002 0 1 -1 1
18.63225 1.4332499999999992 1.4332500000000012 0 1 -1 1
18.63225 1.4332499999999992 4.29975 0 1 -1 1
18.63225 1.4332499999999992 7.166250000000001 0 1 -1 1
18.63225 1.4332499999999992 10.032750000000002 0 1 -1 1
4.2997499999999995 1.4332499999999995 1.4332500000000004 0 1 -1 -1
4.2997499999999995 1.4332499999999995 4.2997499999999995 0 1 -1 -1
4.2997499999999995 1.4332499999999995 7.16625 0 1 -1 -1
4.2997499999999995 1.4332499999999995 10.03275 0 1 -1 -1
7.166249999999998 -1.4332500000000001 1.4332500000000004 0 1 -1 -1
7.166249999999998 -1.4332500000000001 4.2997499999999995 0 1 -1 -1
7.166249999999998 -1.4332500000000001 7.16625 0 1 -1 -1
7.166249999999998 -1.4332500000000001 10.03275 0 1 -1 -1
10.032749999999997 -4.299750000000001 1.4332500000000004 0 1 -1 -1
10.032749999999997 -4.299750000000001 4.2997499999999995 0 1 -1 -1
10.032749999999997 -4.299750000000001 7.16625 0 1 -1 -1
10.032749999999997 -4.299750000000001 10.03275 0 1 -1 -1
12.899249999999999 -7.166250000000001 1.4332500000000004 0 1 -1 -1
12.899249999999999 -7.166250000000001 4.2997499999999995 0 1 -1 -1
12.899249999999999 -7.166250000000001 7.16625 0 1 -1 -1
12.899249999999999 -7.166250000000001 10.03275 0 1 -1 -1
7.166249999999999 4.2997499999999995 1.4332500000000008 0 1 -1 -1
7.166249999999999 4.2997499999999995 4.29975 0 1 -1 -1
7.166249999999999 4.2997499999999995 7.166249999999999 0 1 -1 -1
7.166249999999999 4.2997499999999995 10.03275 0 1 -1 -1
10.03275 1.4332499999999984 1.4332500000000008 0 1 -1 -1
10.03275 1.4332499999999984 4.29975 0 1 -1 -1
10.03275 1.4332499999999984 7.166249999999999 0 1 -1 -1
10.03275 1.4332499999999984 10.03275 0 1 -1 -1
12.899249999999999 -1.433250000000001 1.4332500000000008 0 1 -1 -1
12.899249999999999 -1.433250000000001 4.29975 0 1 -1 -1
12.899249999999999 -1.433250000000001 7.166249999999999 0 1 -1 -1
12.899249999999999 -1.433250000000001 10.03275 0 1 -1 -1
15.765749999999997 -4.299750000000001 1.4332500000000008 0 1 -1 -1
15.765749999999997 -4.299750000000001 4.29975 0 1 -1 -1
15.765749999999997 -4.299750000000001 7.166249999999999 0 1 -1 -1
15.765749999999997 -4.299750000000001 10.03275 0 1 -1 -1
10.032749999999998 7.166249999999999 1.4332500000000008 0 1 -1 -1
10.032749999999998 7.166249999999999 4.29975 0 1 -1 -1
10.032749999999998 7.166249999999999 7.166250000000001 0 1 -1 -1
10.032749999999998 7.166249999999999 10.032750000000002 0 1 -1 -1
12.899249999999999 4.2997499999999995 1.4332500000000008 0 1 -1 -1
12.899249999999999 4.2997499999999995 4.29975 0 1 -1 -1
12.899249999999999 4.2997499999999995 7.166250000000001 0 1 -1 -1
12.899249999999999 4.2997499999999995 10.032750000000002 0 1 -1 -1
15.765749999999997 1.4332499999999992 1.4332500000000008 0 1 -1 -1
15.765749999999997 1.4332499999999992 4.29975 0 1 -1 -1
15.765749999999997 1.4332499999999992 7.166250000000001 0 1 -1 -1
15.765749999999997 1.4332499999999992 10.032750000000002 0 1 -1 -1
18.63225 -1.433250000000001 1.4332500000000008 0 1 -1 -1
18.63225 -1.433250000000001 4.29975 0 1 -1 -1
18.63225 -1.433250000000001 7.166250000000001 0 1 -1 -1
18.63225 -1.433250000000001 10.032750000000002 0 1 -1 -1
12.899249999999999 10.032749999999998 1.4332500000000015 0 1 -1 -1
12.899249999999999 10.032749999999998 4.299750000000001 0 1 -1 -1
12.899249999999999 10.032749999999998 7.166250000000002 0 1 -1 -1
12.899249999999999 10.032749999999998 10.032750000000002 0 1 -1 -1
15.76575 7.166249999999996 1.4332500000000015 0 1 -1 -1
15.76575 7.166249999999996 4.299750000000001 0 1 -1 -1
15.76575 7.166249999999996 7.166250000000002 0 1 -1 -1
15.76575 7.166249999999996 10.032750000000002 0 1 -1 -1
18.63225 4.299749999999998 1.4332500000000015 0 1 -1 -1
18.63225 4.299749999999998 4.299750000000001 0 1 -1 -1
18.63225 4.299749999999998 7.166250000000002 0 1 -1 -1
18.63225 4.299749999999998 10.032750000000002 0 1 -1 -1
21.498749999999998 1.4332499999999975 1.4332500000000015 0 1 -1 -1
21.498749999999998 1.4332499999999975 4.299750000000001 0 1 -1 -1
21.498749999999998 1.4332499999999975 7.166250000000002 0 1 -1 -1
21.498749999999998 1.4332499999999975 10.032750000000002 0 1 -1 -1
